Date,Comment_ID,Author_ID,Author_Name,Content,Status,Reaction_Count,Reply_Count,Post_URL
2026-06-07 07:54:41,1444898224349187_993305776990437,,,Đáp án B - 94 Bình An Nhẹ Nhàng Nhi Nhí Nhảnh  #Prudential #Khởi_Đầu_Nhỏ #Khoẻ_Chủ_Động,active,0,0,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-15 14:27:01,1444898224349187_985423910942985,,,.          #Prudential   gửi gắm yêu thương 🌹,active,0,0,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-07 04:12:55,1444898224349187_854351293931690,,,Đáp án B - 24 Vy Vui Vẻ Truong Vy  #Prudential #Khởi_Đầu_Nhỏ #Khoẻ_Chủ_Động,active,0,0,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-09 09:37:34,1444898224349187_834641199430139,,,Đáp án đúng: B - 27 Nam Bui Bùi Huy #Prudential #Khởi_Đầu_Nhỏ #Khoẻ_Chủ_Động,active,0,1977,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-15 16:55:23,1444898224349187_715248601683142,,,Trần Gia Hân . Hoa Hồng #Prudential,active,0,0,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-07 03:32:32,1444898224349187_1545465400302500,,,Đáp án B SMM : 32 Minh Đức Khánh Bình Dinh Anh #Prudential #Khởi_Đầu_Nhỏ #Khoẻ_Chủ_Động,active,0,6319,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-07 03:12:43,1444898224349187_1533513198163199,,,Đáp án B - 17 Vũ Hồng Linh Bình An Nhẹ Nhàng  #Prudential #Khởi_Đầu_Nhỏ #Khoẻ_Chủ_Động,active,0,0,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-07 03:12:19,1444898224349187_1310536057897903,,,Đáp án B - 11 Cô Hai Lê Hạnh Duyên Phan  #Prudential #Khởi_Đầu_Nhỏ #Khoẻ_Chủ_Động,active,0,0,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-07 02:59:13,1444898224349187_1934533461267650,,,Đáp án B - 69 Bình An Nhẹ Nhàng Dương Dí Dỏm  #Prudential #Khởi_Đầu_Nhỏ #Khoẻ_Chủ_Động,active,0,0,https://www.facebook.com/408308732570405/posts/1444898224349187
2026-06-07 02:59:02,1444898224349187_1924997914824185,,,Đáp án B - 65 Bình An Nhẹ Nhàng Dương Dí Dỏm  #Prudential #Khởi_Đầu_Nhỏ #Khoẻ_Chủ_Động,active,0,0,https://www.facebook.com/408308732570405/posts/1444898224349187
